training with model_path ./checkpoint/resnet18_SSL_reinforcement_0417.pth
Device: cuda
Number of train images is 20000
[13/40] Train batch: 130 / 173
[13/40] Train batch: 131 / 173
[13/40] Train batch: 132 / 173
[13/40] Train batch: 133 / 173
[13/40] Train batch: 134 / 173
[13/40] Train batch: 135 / 173
[13/40] Train batch: 136 / 173
[13/40] Train batch: 137 / 173
[13/40] Train batch: 138 / 173
[13/40] Train batch: 139 / 173
[13/40] Train batch: 140 / 173
[13/40] Train batch: 141 / 173
[13/40] Train batch: 142 / 173
[13/40] Train batch: 143 / 173
[13/40] Train batch: 144 / 173
[13/40] Train batch: 145 / 173
[13/40] Train batch: 146 / 173
[13/40] Train batch: 147 / 173
[13/40] Train batch: 148 / 173
[13/40] Train batch: 149 / 173
[13/40] Train batch: 150 / 173
[13/40] Train batch: 151 / 173
[13/40] Train batch: 152 / 173
[13/40] Train batch: 153 / 173
[13/40] Train batch: 154 / 173
[13/40] Train batch: 155 / 173
[13/40] Train batch: 156 / 173
[13/40] Train batch: 157 / 173
[13/40] Train batch: 158 / 173
[13/40] Train batch: 159 / 173
[13/40] Train batch: 160 / 173
[13/40] Train batch: 161 / 173
[13/40] Train batch: 162 / 173
[13/40] Train batch: 163 / 173
[13/40] Train batch: 164 / 173
[13/40] Train batch: 165 / 173
[13/40] Train batch: 166 / 173
[13/40] Train batch: 167 / 173
[13/40] Train batch: 168 / 173
[13/40] Train batch: 169 / 173
[13/40] Train batch: 170 / 173
[13/40] Train batch: 171 / 173
[13/40] Train batch: 172 / 173
[13/40] Train batch: 173 / 173
[13/40] 14.54 sec(s) Train Acc: 0.84831 | Train Loss: 0.43035

[13/40] Train batch: 1 / 173
[13/40] Train batch: 2 / 173
[13/40] Train batch: 3 / 173
[13/40] Train batch: 4 / 173
[13/40] Train batch: 5 / 173
[13/40] Train batch: 6 / 173
[13/40] Train batch: 7 / 173
[13/40] Train batch: 8 / 173
[13/40] Train batch: 9 / 173
[13/40] Train batch: 10 / 173
[13/40] Train batch: 11 / 173
[13/40] Train batch: 12 / 173
[13/40] Train batch: 13 / 173
[13/40] Train batch: 14 / 173
[13/40] Train batch: 15 / 173
[13/40] Train batch: 16 / 173
[13/40] Train batch: 17 / 173
[13/40] Train batch: 18 / 173
[13/40] Train batch: 19 / 173
[13/40] Train batch: 20 / 173
[13/40] 0.56 sec(s) Val Acc: 0.92160 | Val Loss: 0.25333

[14/40] Train batch: 1 / 173
[14/40] Train batch: 2 / 173
[14/40] Train batch: 3 / 173
[14/40] Train batch: 4 / 173
[14/40] Train batch: 5 / 173
[14/40] Train batch: 6 / 173
[14/40] Train batch: 7 / 173
[14/40] Train batch: 8 / 173
[14/40] Train batch: 9 / 173
[14/40] Train batch: 10 / 173
[14/40] Train batch: 11 / 173
[14/40] Train batch: 12 / 173
[14/40] Train batch: 13 / 173
[14/40] Train batch: 14 / 173
[14/40] Train batch: 15 / 173
[14/40] Train batch: 16 / 173
[14/40] Train batch: 17 / 173
[14/40] Train batch: 18 / 173
[14/40] Train batch: 19 / 173
[14/40] Train batch: 20 / 173
[14/40] Train batch: 21 / 173
[14/40] Train batch: 22 / 173
[14/40] Train batch: 23 / 173
[14/40] Train batch: 24 / 173
[14/40] Train batch: 25 / 173
[14/40] Train batch: 26 / 173
[14/40] Train batch: 27 / 173
[14/40] Train batch: 28 / 173
[14/40] Train batch: 29 / 173
[14/40] Train batch: 30 / 173
[14/40] Train batch: 31 / 173
[14/40] Train batch: 32 / 173
[14/40] Train batch: 33 / 173
[14/40] Train batch: 34 / 173
[14/40] Train batch: 35 / 173
[14/40] Train batch: 36 / 173
[14/40] Train batch: 37 / 173
[14/40] Train batch: 38 / 173
[14/40] Train batch: 39 / 173
[14/40] Train batch: 40 / 173
[14/40] Train batch: 41 / 173
[14/40] Train batch: 42 / 173
[14/40] Train batch: 43 / 173
[14/40] Train batch: 44 / 173
[14/40] Train batch: 45 / 173
[14/40] Train batch: 46 / 173
[14/40] Train batch: 47 / 173
[14/40] Train batch: 48 / 173
[14/40] Train batch: 49 / 173
[14/40] Train batch: 50 / 173
[14/40] Train batch: 51 / 173
[14/40] Train batch: 52 / 173
[14/40] Train batch: 53 / 173
[14/40] Train batch: 54 / 173
[14/40] Train batch: 55 / 173
[14/40] Train batch: 56 / 173
[14/40] Train batch: 57 / 173
[14/40] Train batch: 58 / 173
[14/40] Train batch: 59 / 173
[14/40] Train batch: 60 / 173
[14/40] Train batch: 61 / 173
[14/40] Train batch: 62 / 173
[14/40] Train batch: 63 / 173
[14/40] Train batch: 64 / 173
[14/40] Train batch: 65 / 173
[14/40] Train batch: 66 / 173
[14/40] Train batch: 67 / 173
[14/40] Train batch: 68 / 173
[14/40] Train batch: 69 / 173
[14/40] Train batch: 70 / 173
[14/40] Train batch: 71 / 173
[14/40] Train batch: 72 / 173
[14/40] Train batch: 73 / 173
[14/40] Train batch: 74 / 173
[14/40] Train batch: 75 / 173
[14/40] Train batch: 76 / 173
[14/40] Train batch: 77 / 173
[14/40] Train batch: 78 / 173
[14/40] Train batch: 79 / 173
[14/40] Train batch: 80 / 173
[14/40] Train batch: 81 / 173
[14/40] Train batch: 82 / 173
[14/40] Train batch: 83 / 173
[14/40] Train batch: 84 / 173
[14/40] Train batch: 85 / 173
[14/40] Train batch: 86 / 173
[14/40] Train batch: 87 / 173
[14/40] Train batch: 88 / 173
[14/40] Train batch: 89 / 173
[14/40] Train batch: 90 / 173
[14/40] Train batch: 91 / 173
[14/40] Train batch: 92 / 173
[14/40] Train batch: 93 / 173
[14/40] Train batch: 94 / 173
[14/40] Train batch: 95 / 173
[14/40] Train batch: 96 / 173
[14/40] Train batch: 97 / 173
[14/40] Train batch: 98 / 173
[14/40] Train batch: 99 / 173
[14/40] Train batch: 100 / 173
[14/40] Train batch: 101 / 173
[14/40] Train batch: 102 / 173
[14/40] Train batch: 103 / 173
[14/40] Train batch: 104 / 173
[14/40] Train batch: 105 / 173
[14/40] Train batch: 106 / 173
[14/40] Train batch: 107 / 173
[14/40] Train batch: 108 / 173
[14/40] Train batch: 109 / 173
[14/40] Train batch: 110 / 173
[14/40] Train batch: 111 / 173
[14/40] Train batch: 112 / 173
[14/40] Train batch: 113 / 173
[14/40] Train batch: 114 / 173
[14/40] Train batch: 115 / 173
[14/40] Train batch: 116 / 173
[14/40] Train batch: 117 / 173
[14/40] Train batch: 118 / 173
[14/40] Train batch: 119 / 173
[14/40] Train batch: 120 / 173
[14/40] Train batch: 121 / 173
[14/40] Train batch: 122 / 173
[14/40] Train batch: 123 / 173
[14/40] Train batch: 124 / 173
[14/40] Train batch: 125 / 173
[14/40] Train batch: 126 / 173
[14/40] Train batch: 127 / 173
[14/40] Train batch: 128 / 173
[14/40] Train batch: 129 / 173
[14/40] Train batch: 130 / 173
[14/40] Train batch: 131 / 173
[14/40] Train batch: 132 / 173
[14/40] Train batch: 133 / 173
[14/40] Train batch: 134 / 173
[14/40] Train batch: 135 / 173
[14/40] Train batch: 136 / 173
[14/40] Train batch: 137 / 173
[14/40] Train batch: 138 / 173
[14/40] Train batch: 139 / 173
[14/40] Train batch: 140 / 173
[14/40] Train batch: 141 / 173
[14/40] Train batch: 142 / 173
[14/40] Train batch: 143 / 173
[14/40] Train batch: 144 / 173
[14/40] Train batch: 145 / 173
[14/40] Train batch: 146 / 173
[14/40] Train batch: 147 / 173
[14/40] Train batch: 148 / 173
[14/40] Train batch: 149 / 173
[14/40] Train batch: 150 / 173
[14/40] Train batch: 151 / 173
[14/40] Train batch: 152 / 173
[14/40] Train batch: 153 / 173
[14/40] Train batch: 154 / 173
[14/40] Train batch: 155 / 173
[14/40] Train batch: 156 / 173
[14/40] Train batch: 157 / 173
[14/40] Train batch: 158 / 173
[14/40] Train batch: 159 / 173
[14/40] Train batch: 160 / 173
[14/40] Train batch: 161 / 173
[14/40] Train batch: 162 / 173
[14/40] Train batch: 163 / 173
[14/40] Train batch: 164 / 173
[14/40] Train batch: 165 / 173
[14/40] Train batch: 166 / 173
[14/40] Train batch: 167 / 173
[14/40] Train batch: 168 / 173
[14/40] Train batch: 169 / 173
[14/40] Train batch: 170 / 173
[14/40] Train batch: 171 / 173
[14/40] Train batch: 172 / 173
[14/40] Train batch: 173 / 173
[14/40] 14.56 sec(s) Train Acc: 0.84596 | Train Loss: 0.43617

[14/40] Train batch: 1 / 173
[14/40] Train batch: 2 / 173
[14/40] Train batch: 3 / 173
[14/40] Train batch: 4 / 173
[14/40] Train batch: 5 / 173
[14/40] Train batch: 6 / 173
[14/40] Train batch: 7 / 173
[14/40] Train batch: 8 / 173
[14/40] Train batch: 9 / 173
[14/40] Train batch: 10 / 173
[14/40] Train batch: 11 / 173
[14/40] Train batch: 12 / 173
[14/40] Train batch: 13 / 173
[14/40] Train batch: 14 / 173
[14/40] Train batch: 15 / 173
[14/40] Train batch: 16 / 173
[14/40] Train batch: 17 / 173
[14/40] Train batch: 18 / 173
[14/40] Train batch: 19 / 173
[14/40] Train batch: 20 / 173
[14/40] 0.52 sec(s) Val Acc: 0.92120 | Val Loss: 0.25438

[15/40] Train batch: 1 / 173
[15/40] Train batch: 2 / 173
[15/40] Train batch: 3 / 173
[15/40] Train batch: 4 / 173
[15/40] Train batch: 5 / 173
[15/40] Train batch: 6 / 173
[15/40] Train batch: 7 / 173
[15/40] Train batch: 8 / 173
[15/40] Train batch: 9 / 173
[15/40] Train batch: 10 / 173
[15/40] Train batch: 11 / 173
[15/40] Train batch: 12 / 173
[15/40] Train batch: 13 / 173
[15/40] Train batch: 14 / 173
[15/40] Train batch: 15 / 173
[15/40] Train batch: 16 / 173
[15/40] Train batch: 17 / 173
[15/40] Train batch: 18 / 173
[15/40] Train batch: 19 / 173
[15/40] Train batch: 20 / 173
[15/40] Train batch: 21 / 173
[15/40] Train batch: 22 / 173
[15/40] Train batch: 23 / 173
[15/40] Train batch: 24 / 173
[15/40] Train batch: 25 / 173
[15/40] Train batch: 26 / 173
[15/40] Train batch: 27 / 173
[15/40] Train batch: 28 / 173
[15/40] Train batch: 29 / 173
[15/40] Train batch: 30 / 173
[15/40] Train batch: 31 / 173
[15/40] Train batch: 32 / 173
[15/40] Train batch: 33 / 173
[15/40] Train batch: 34 / 173
[15/40] Train batch: 35 / 173
[15/40] Train batch: 36 / 173
[15/40] Train batch: 37 / 173
[15/40] Train batch: 38 / 173
[15/40] Train batch: 39 / 173
[15/40] Train batch: 40 / 173
[15/40] Train batch: 41 / 173
[15/40] Train batch: 42 / 173
[15/40] Train batch: 43 / 173
[15/40] Train batch: 44 / 173
[15/40] Train batch: 45 / 173
[15/40] Train batch: 46 / 173
[15/40] Train batch: 47 / 173
[15/40] Train batch: 48 / 173
[15/40] Train batch: 49 / 173
[15/40] Train batch: 50 / 173
[15/40] Train batch: 51 / 173
[15/40] Train batch: 52 / 173
[15/40] Train batch: 53 / 173
[15/40] Train batch: 54 / 173
[15/40] Train batch: 55 / 173
[15/40] Train batch: 56 / 173
[15/40] Train batch: 57 / 173
[15/40] Train batch: 58 / 173
[15/40] Train batch: 59 / 173
[15/40] Train batch: 60 / 173
[15/40] Train batch: 61 / 173
[15/40] Train batch: 62 / 173
[15/40] Train batch: 63 / 173
[15/40] Train batch: 64 / 173
[15/40] Train batch: 65 / 173
[15/40] Train batch: 66 / 173
[15/40] Train batch: 67 / 173
[15/40] Train batch: 68 / 173
[15/40] Train batch: 69 / 173
[15/40] Train batch: 70 / 173
[15/40] Train batch: 71 / 173
[15/40] Train batch: 72 / 173
[15/40] Train batch: 73 / 173
[15/40] Train batch: 74 / 173
[15/40] Train batch: 75 / 173
[15/40] Train batch: 76 / 173
[15/40] Train batch: 77 / 173
[15/40] Train batch: 78 / 173
[15/40] Train batch: 79 / 173
[15/40] Train batch: 80 / 173
[15/40] Train batch: 81 / 173
[15/40] Train batch: 82 / 173
[15/40] Train batch: 83 / 173
[15/40] Train batch: 84 / 173
[15/40] Train batch: 85 / 173
[15/40] Train batch: 86 / 173
[15/40] Train batch: 87 / 173
[15/40] Train batch: 88 / 173
[15/40] Train batch: 89 / 173
[15/40] Train batch: 90 / 173
[15/40] Train batch: 91 / 173
[15/40] Train batch: 92 / 173
[15/40] Train batch: 93 / 173
[15/40] Train batch: 94 / 173
[15/40] Train batch: 95 / 173
[15/40] Train batch: 96 / 173
[15/40] Train batch: 97 / 173
[15/40] Train batch: 98 / 173
[15/40] Train batch: 99 / 173
[15/40] Train batch: 100 / 173
[15/40] Train batch: 101 / 173
[15/40] Train batch: 102 / 173
[15/40] Train batch: 103 / 173
[15/40] Train batch: 104 / 173
[15/40] Train batch: 105 / 173
[15/40] Train batch: 106 / 173
[15/40] Train batch: 107 / 173
[15/40] Train batch: 108 / 173
[15/40] Train batch: 109 / 173
[15/40] Train batch: 110 / 173
[15/40] Train batch: 111 / 173
[15/40] Train batch: 112 / 173
[15/40] Train batch: 113 / 173
[15/40] Train batch: 114 / 173
[15/40] Train batch: 115 / 173
[15/40] Train batch: 116 / 173
[15/40] Train batch: 117 / 173
[15/40] Train batch: 118 / 173
[15/40] Train batch: 119 / 173
[15/40] Train batch: 120 / 173
[15/40] Train batch: 121 / 173
[15/40] Train batch: 122 / 173
[15/40] Train batch: 123 / 173
[15/40] Train batch: 124 / 173
[15/40] Train batch: 125 / 173
[15/40] Train batch: 126 / 173
[15/40] Train batch: 127 / 173
[15/40] Train batch: 128 / 173
[15/40] Train batch: 129 / 173
[15/40] Train batch: 130 / 173
[15/40] Train batch: 131 / 173
[15/40] Train batch: 132 / 173
[15/40] Train batch: 133 / 173
[15/40] Train batch: 134 / 173
[15/40] Train batch: 135 / 173
[15/40] Train batch: 136 / 173
[15/40] Train batch: 137 / 173
[15/40] Train batch: 138 / 173
[15/40] Train batch: 139 / 173
[15/40] Train batch: 140 / 173
[15/40] Train batch: 141 / 173
[15/40] Train batch: 142 / 173
[15/40] Train batch: 143 / 173
[15/40] Train batch: 144 / 173
[15/40] Train batch: 145 / 173
[15/40] Train batch: 146 / 173
[15/40] Train batch: 147 / 173
[15/40] Train batch: 148 / 173
[15/40] Train batch: 149 / 173
[15/40] Train batch: 150 / 173
[15/40] Train batch: 151 / 173
[15/40] Train batch: 152 / 173
[15/40] Train batch: 153 / 173
[15/40] Train batch: 154 / 173
[15/40] Train batch: 155 / 173
[15/40] Train batch: 156 / 173
[15/40] Train batch: 157 / 173
[15/40] Train batch: 158 / 173
[15/40] Train batch: 159 / 173
[15/40] Train batch: 160 / 173
[15/40] Train batch: 161 / 173
[15/40] Train batch: 162 / 173
[15/40] Train batch: 163 / 173
[15/40] Train batch: 164 / 173
[15/40] Train batch: 165 / 173
[15/40] Train batch: 166 / 173
[15/40] Train batch: 167 / 173
[15/40] Train batch: 168 / 173
[15/40] Train batch: 169 / 173
[15/40] Train batch: 170 / 173
[15/40] Train batch: 171 / 173
[15/40] Train batch: 172 / 173
[15/40] Train batch: 173 / 173
[15/40] 14.58 sec(s) Train Acc: 0.84743 | Train Loss: 0.43617

[15/40] Train batch: 1 / 173
[15/40] Train batch: 2 / 173
[15/40] Train batch: 3 / 173
[15/40] Train batch: 4 / 173
[15/40] Train batch: 5 / 173
[15/40] Train batch: 6 / 173
[15/40] Train batch: 7 / 173
[15/40] Train batch: 8 / 173
[15/40] Train batch: 9 / 173
[15/40] Train batch: 10 / 173
[15/40] Train batch: 11 / 173
[15/40] Train batch: 12 / 173
[15/40] Train batch: 13 / 173
[15/40] Train batch: 14 / 173
[15/40] Train batch: 15 / 173
[15/40] Train batch: 16 / 173
[15/40] Train batch: 17 / 173
[15/40] Train batch: 18 / 173
[15/40] Train batch: 19 / 173
[15/40] Train batch: 20 / 173
[15/40] 0.66 sec(s) Val Acc: 0.92020 | Val Loss: 0.25393

[16/40] Train batch: 1 / 173
[16/40] Train batch: 2 / 173
[16/40] Train batch: 3 / 173
[16/40] Train batch: 4 / 173
[16/40] Train batch: 5 / 173
[16/40] Train batch: 6 / 173
[16/40] Train batch: 7 / 173
[16/40] Train batch: 8 / 173
[16/40] Train batch: 9 / 173
[16/40] Train batch: 10 / 173
[16/40] Train batch: 11 / 173
[16/40] Train batch: 12 / 173
[16/40] Train batch: 13 / 173
[16/40] Train batch: 14 / 173
[16/40] Train batch: 15 / 173
[16/40] Train batch: 16 / 173
[16/40] Train batch: 17 / 173
[16/40] Train batch: 18 / 173
[16/40] Train batch: 19 / 173
[16/40] Train batch: 20 / 173
[16/40] Train batch: 21 / 173
[16/40] Train batch: 22 / 173
[16/40] Train batch: 23 / 173
[16/40] Train batch: 24 / 173
[16/40] Train batch: 25 / 173
[16/40] Train batch: 26 / 173
[16/40] Train batch: 27 / 173
[16/40] Train batch: 28 / 173
[16/40] Train batch: 29 / 173
[16/40] Train batch: 30 / 173
[16/40] Train batch: 31 / 173
[16/40] Train batch: 32 / 173
[16/40] Train batch: 33 / 173
[16/40] Train batch: 34 / 173
[16/40] Train batch: 35 / 173
[16/40] Train batch: 36 / 173
[16/40] Train batch: 37 / 173
[16/40] Train batch: 38 / 173
[16/40] Train batch: 39 / 173
[16/40] Train batch: 40 / 173
[16/40] Train batch: 41 / 173
[16/40] Train batch: 42 / 173
[16/40] Train batch: 43 / 173
[16/40] Train batch: 44 / 173
[16/40] Train batch: 45 / 173
[16/40] Train batch: 46 / 173
[16/40] Train batch: 47 / 173
[16/40] Train batch: 48 / 173
[16/40] Train batch: 49 / 173
[16/40] Train batch: 50 / 173
[16/40] Train batch: 51 / 173
[16/40] Train batch: 52 / 173
[16/40] Train batch: 53 / 173
[16/40] Train batch: 54 / 173
[16/40] Train batch: 55 / 173
[16/40] Train batch: 56 / 173
[16/40] Train batch: 57 / 173
[16/40] Train batch: 58 / 173
[16/40] Train batch: 59 / 173
[16/40] Train batch: 60 / 173
[16/40] Train batch: 61 / 173
[16/40] Train batch: 62 / 173
[16/40] Train batch: 63 / 173
[16/40] Train batch: 64 / 173
[16/40] Train batch: 65 / 173
[16/40] Train batch: 66 / 173
[16/40] Train batch: 67 / 173
[16/40] Train batch: 68 / 173
[16/40] Train batch: 69 / 173
[16/40] Train batch: 70 / 173
[16/40] Train batch: 71 / 173
[16/40] Train batch: 72 / 173
[16/40] Train batch: 73 / 173
[16/40] Train batch: 74 / 173
[16/40] Train batch: 75 / 173
[16/40] Train batch: 76 / 173
[16/40] Train batch: 77 / 173
[16/40] Train batch: 78 / 173
[16/40] Train batch: 79 / 173
[16/40] Train batch: 80 / 173
[16/40] Train batch: 81 / 173
[16/40] Train batch: 82 / 173
[16/40] Train batch: 83 / 173
[16/40] Train batch: 84 / 173
[16/40] Train batch: 85 / 173
[16/40] Train batch: 86 / 173
[16/40] Train batch: 87 / 173
[16/40] Train batch: 88 / 173
[16/40] Train batch: 89 / 173
[16/40] Train batch: 90 / 173
[16/40] Train batch: 91 / 173
[16/40] Train batch: 92 / 173
[16/40] Train batch: 93 / 173
[16/40] Train batch: 94 / 173
[16/40] Train batch: 95 / 173
[16/40] Train batch: 96 / 173
[16/40] Train batch: 97 / 173
[16/40] Train batch: 98 / 173
[16/40] Train batch: 99 / 173
[16/40] Train batch: 100 / 173
[16/40] Train batch: 101 / 173
[16/40] Train batch: 102 / 173
[16/40] Train batch: 103 / 173
[16/40] Train batch: 104 / 173
[16/40] Train batch: 105 / 173
[16/40] Train batch: 106 / 173
[16/40] Train batch: 107 / 173
[16/40] Train batch: 108 / 173
[16/40] Train batch: 109 / 173
[16/40] Train batch: 110 / 173
[16/40] Train batch: 111 / 173
[16/40] Train batch: 112 / 173
[16/40] Train batch: 113 / 173
[16/40] Train batch: 114 / 173
[16/40] Train batch: 115 / 173
[16/40] Train batch: 116 / 173
[16/40] Train batch: 117 / 173
[16/40] Train batch: 118 / 173
[16/40] Train batch: 119 / 173
[16/40] Train batch: 120 / 173
[16/40] Train batch: 121 / 173
[16/40] Train batch: 122 / 173
[16/40] Train batch: 123 / 173
[16/40] Train batch: 124 / 173
[16/40] Train batch: 125 / 173
[16/40] Train batch: 126 / 173
[16/40] Train batch: 127 / 173
[16/40] Train batch: 128 / 173
[16/40] Train batch: 129 / 173
[16/40] Train batch: 130 / 173
[16/40] Train batch: 131 / 173
[16/40] Train batch: 132 / 173
[16/40] Train batch: 133 / 173
[16/40] Train batch: 134 / 173
[16/40] Train batch: 135 / 173
[16/40] Train batch: 136 / 173
[16/40] Train batch: 137 / 173
[16/40] Train batch: 138 / 173
[16/40] Train batch: 139 / 173
[16/40] Train batch: 140 / 173
[16/40] Train batch: 141 / 173
[16/40] Train batch: 142 / 173
[16/40] Train batch: 143 / 173
[16/40] Train batch: 144 / 173
[16/40] Train batch: 145 / 173
[16/40] Train batch: 146 / 173
[16/40] Train batch: 147 / 173
[16/40] Train batch: 148 / 173
[16/40] Train batch: 149 / 173
[16/40] Train batch: 150 / 173
[16/40] Train batch: 151 / 173
[16/40] Train batch: 152 / 173
[16/40] Train batch: 153 / 173
[16/40] Train batch: 154 / 173
[16/40] Train batch: 155 / 173
[16/40] Train batch: 156 / 173
[16/40] Train batch: 157 / 173
[16/40] Train batch: 158 / 173
[16/40] Train batch: 159 / 173
[16/40] Train batch: 160 / 173
[16/40] Train batch: 161 / 173
[16/40] Train batch: 162 / 173
[16/40] Train batch: 163 / 173
[16/40] Train batch: 164 / 173
[16/40] Train batch: 165 / 173
[16/40] Train batch: 166 / 173
[16/40] Train batch: 167 / 173
[16/40] Train batch: 168 / 173
[16/40] Train batch: 169 / 173
[16/40] Train batch: 170 / 173
[16/40] Train batch: 171 / 173
[16/40] Train batch: 172 / 173
[16/40] Train batch: 173 / 173
[16/40] 14.40 sec(s) Train Acc: 0.84664 | Train Loss: 0.43035

[16/40] Train batch: 1 / 173
[16/40] Train batch: 2 / 173
[16/40] Train batch: 3 / 173
[16/40] Train batch: 4 / 173
[16/40] Train batch: 5 / 173
[16/40] Train batch: 6 / 173
[16/40] Train batch: 7 / 173
[16/40] Train batch: 8 / 173
[16/40] Train batch: 9 / 173
[16/40] Train batch: 10 / 173
[16/40] Train batch: 11 / 173
[16/40] Train batch: 12 / 173
[16/40] Train batch: 13 / 173
[16/40] Train batch: 14 / 173
[16/40] Train batch: 15 / 173
[16/40] Train batch: 16 / 173
[16/40] Train batch: 17 / 173
[16/40] Train batch: 18 / 173
[16/40] Train batch: 19 / 173
[16/40] Train batch: 20 / 173
[16/40] 0.55 sec(s) Val Acc: 0.92160 | Val Loss: 0.25588

[17/40] Train batch: 1 / 173
[17/40] Train batch: 2 / 173
[17/40] Train batch: 3 / 173
[17/40] Train batch: 4 / 173
[17/40] Train batch: 5 / 173
[17/40] Train batch: 6 / 173
[17/40] Train batch: 7 / 173
[17/40] Train batch: 8 / 173
[17/40] Train batch: 9 / 173
[17/40] Train batch: 10 / 173
[17/40] Train batch: 11 / 173
[17/40] Train batch: 12 / 173
[17/40] Train batch: 13 / 173
[17/40] Train batch: 14 / 173
[17/40] Train batch: 15 / 173
[17/40] Train batch: 16 / 173
[17/40] Train batch: 17 / 173
[17/40] Train batch: 18 / 173
[17/40] Train batch: 19 / 173
[17/40] Train batch: 20 / 173
[17/40] Train batch: 21 / 173
[17/40] Train batch: 22 / 173
[17/40] Train batch: 23 / 173
[17/40] Train batch: 24 / 173
[17/40] Train batch: 25 / 173
[17/40] Train batch: 26 / 173
[17/40] Train batch: 27 / 173
[17/40] Train batch: 28 / 173
[17/40] Train batch: 29 / 173
[17/40] Train batch: 30 / 173
[17/40] Train batch: 31 / 173
[17/40] Train batch: 32 / 173
[17/40] Train batch: 33 / 173
[17/40] Train batch: 34 / 173
[17/40] Train batch: 35 / 173
[17/40] Train batch: 36 / 173
[17/40] Train batch: 37 / 173
[17/40] Train batch: 38 / 173
[17/40] Train batch: 39 / 173
[17/40] Train batch: 40 / 173
[17/40] Train batch: 41 / 173
[17/40] Train batch: 42 / 173
[17/40] Train batch: 43 / 173
[17/40] Train batch: 44 / 173
[17/40] Train batch: 45 / 173
[17/40] Train batch: 46 / 173
[17/40] Train batch: 47 / 173
[17/40] Train batch: 48 / 173
[17/40] Train batch: 49 / 173
[17/40] Train batch: 50 / 173
[17/40] Train batch: 51 / 173
[17/40] Train batch: 52 / 173
[17/40] Train batch: 53 / 173
[17/40] Train batch: 54 / 173
[17/40] Train batch: 55 / 173
[17/40] Train batch: 56 / 173
[17/40] Train batch: 57 / 173
[17/40] Train batch: 58 / 173
[17/40] Train batch: 59 / 173
[17/40] Train batch: 60 / 173
[17/40] Train batch: 61 / 173
[17/40] Train batch: 62 / 173
[17/40] Train batch: 63 / 173
[17/40] Train batch: 64 / 173
[17/40] Train batch: 65 / 173
[17/40] Train batch: 66 / 173
[17/40] Train batch: 67 / 173
[17/40] Train batch: 68 / 173
[17/40] Train batch: 69 / 173
[17/40] Train batch: 70 / 173
[17/40] Train batch: 71 / 173
[17/40] Train batch: 72 / 173
[17/40] Train batch: 73 / 173
[17/40] Train batch: 74 / 173
[17/40] Train batch: 75 / 173
[17/40] Train batch: 76 / 173
[17/40] Train batch: 77 / 173
[17/40] Train batch: 78 / 173
[17/40] Train batch: 79 / 173
[17/40] Train batch: 80 / 173
[17/40] Train batch: 81 / 173
[17/40] Train batch: 82 / 173
[17/40] Train batch: 83 / 173
[17/40] Train batch: 84 / 173
[17/40] Train batch: 85 / 173
[17/40] Train batch: 86 / 173
[17/40] Train batch: 87 / 173
[17/40] Train batch: 88 / 173
[17/40] Train batch: 89 / 173
[17/40] Train batch: 90 / 173
[17/40] Train batch: 91 / 173
[17/40] Train batch: 92 / 173
[17/40] Train batch: 93 / 173
[17/40] Train batch: 94 / 173
[17/40] Train batch: 95 / 173
[17/40] Train batch: 96 / 173
[17/40] Train batch: 97 / 173
[17/40] Train batch: 98 / 173
[17/40] Train batch: 99 / 173
[17/40] Train batch: 100 / 173
[17/40] Train batch: 101 / 173
[17/40] Train batch: 102 / 173
[17/40] Train batch: 103 / 173
[17/40] Train batch: 104 / 173
[17/40] Train batch: 105 / 173
[17/40] Train batch: 106 / 173
[17/40] Train batch: 107 / 173
[17/40] Train batch: 108 / 173
[17/40] Train batch: 109 / 173
[17/40] Train batch: 110 / 173
[17/40] Train batch: 111 / 173
[17/40] Train batch: 112 / 173
[17/40] Train batch: 113 / 173
[17/40] Train batch: 114 / 173
[17/40] Train batch: 115 / 173
[17/40] Train batch: 116 / 173
[17/40] Train batch: 117 / 173
[17/40] Train batch: 118 / 173
[17/40] Train batch: 119 / 173
[17/40] Train batch: 120 / 173
[17/40] Train batch: 121 / 173
[17/40] Train batch: 122 / 173
[17/40] Train batch: 123 / 173
[17/40] Train batch: 124 / 173
[17/40] Train batch: 125 / 173
[17/40] Train batch: 126 / 173
[17/40] Train batch: 127 / 173
[17/40] Train batch: 128 / 173
[17/40] Train batch: 129 / 173
[17/40] Train batch: 130 / 173
[17/40] Train batch: 131 / 173
[17/40] Train batch: 132 / 173
[17/40] Train batch: 133 / 173
[17/40] Train batch: 134 / 173
[17/40] Train batch: 135 / 173
[17/40] Train batch: 136 / 173
[17/40] Train batch: 137 / 173
[17/40] Train batch: 138 / 173
[17/40] Train batch: 139 / 173
[17/40] Train batch: 140 / 173
[17/40] Train batch: 141 / 173
[17/40] Train batch: 142 / 173
[17/40] Train batch: 143 / 173
[17/40] Train batch: 144 / 173
[17/40] Train batch: 145 / 173
[17/40] Train batch: 146 / 173
[17/40] Train batch: 147 / 173
[17/40] Train batch: 148 / 173
[17/40] Train batch: 149 / 173
[17/40] Train batch: 150 / 173
[17/40] Train batch: 151 / 173
[17/40] Train batch: 152 / 173
[17/40] Train batch: 153 / 173
[17/40] Train batch: 154 / 173
[17/40] Train batch: 155 / 173
[17/40] Train batch: 156 / 173
[17/40] Train batch: 157 / 173
[17/40] Train batch: 158 / 173
